date,avg_temp_f,precip_in,is_rain,humidity_pct
2024-10-26,82.8,0.0,0,69.8
2024-10-27,85.7,0.14,1,65.1
2024-10-28,87.5,0.0,0,66.3
2024-10-29,90.1,0.0,0,61.6
2024-10-30,83.3,1.25,1,66.0
2024-10-31,86.7,0.0,0,64.2
2024-11-01,86.6,0.78,1,73.6
2024-11-02,87.6,0.0,0,62.2
2024-11-03,91.9,0.0,0,66.3
2024-11-04,83.3,0.0,0,72.0
2024-11-05,83.1,0.79,1,65.8
2024-11-06,86.0,0.0,0,58.8
2024-11-07,83.8,1.64,1,61.6
2024-11-08,82.8,0.0,0,76.0
2024-11-09,88.0,0.0,0,68.3
2024-11-10,86.7,0.0,0,61.7
2024-11-11,85.1,0.0,0,62.7
2024-11-12,84.9,0.0,0,66.3
2024-11-13,85.9,0.0,0,62.0
2024-11-14,76.2,0.0,0,61.6
2024-11-15,77.6,0.0,0,59.7
2024-11-16,88.2,0.0,0,59.8
2024-11-17,86.1,2.02,1,56.6
2024-11-18,81.1,0.0,0,58.6
2024-11-19,82.6,0.0,0,58.3
2024-11-20,85.9,0.0,0,67.4
2024-11-21,82.3,0.0,0,60.6
2024-11-22,77.4,0.0,0,67.0
2024-11-23,78.7,0.0,0,65.5
2024-11-24,84.5,0.0,0,62.6
2024-11-25,83.9,0.0,0,56.8
2024-11-26,84.8,0.74,1,59.0
2024-11-27,92.3,0.0,0,61.9
2024-11-28,77.3,0.0,0,56.7
2024-11-29,82.8,0.0,0,67.9
2024-11-30,81.4,0.0,0,57.2
2024-12-01,80.5,0.0,0,57.8
2024-12-02,83.8,0.0,0,60.4
2024-12-03,82.8,0.22,1,68.4
2024-12-04,83.7,1.73,1,50.0
2024-12-05,77.5,0.0,0,56.5
2024-12-06,79.9,0.02,1,56.4
2024-12-07,74.6,0.86,1,52.0
2024-12-08,73.2,0.0,0,57.6
2024-12-09,83.7,0.0,0,56.6
2024-12-10,74.7,0.0,0,59.1
2024-12-11,78.9,0.0,0,49.3
2024-12-12,75.7,0.0,0,56.8
2024-12-13,72.1,0.0,0,54.4
2024-12-14,79.0,0.0,0,55.3
2024-12-15,78.5,1.52,1,49.0
2024-12-16,78.8,0.0,0,59.7
2024-12-17,77.0,1.75,1,47.3
2024-12-18,76.4,2.21,1,47.0
2024-12-19,73.8,0.0,0,49.0
2024-12-20,73.5,0.0,0,55.1
2024-12-21,76.7,0.0,0,50.8
2024-12-22,77.9,0.0,0,53.3
2024-12-23,74.4,0.0,0,49.2
2024-12-24,77.7,0.0,0,47.7
2024-12-25,76.1,0.67,1,53.5
2024-12-26,79.1,0.0,0,35.0
2024-12-27,82.2,0.0,0,51.6
2024-12-28,78.5,1.83,1,43.6
2024-12-29,74.0,0.0,0,52.1
2024-12-30,75.5,0.48,1,39.3
2024-12-31,70.9,0.0,0,47.8
