date,pct_male,pct_female,pct_family,pct_single
2024-08-29,46.6,53.4,45.6,54.4
2024-08-30,45.3,54.7,46.2,53.8
2024-08-31,45.0,55.0,51.6,48.4
2024-09-01,46.5,53.5,49.7,50.3
2024-09-02,45.1,54.9,46.2,53.8
2024-09-03,48.0,52.0,44.7,55.3
2024-09-04,45.8,54.2,45.4,54.6
2024-09-05,47.8,52.2,43.6,56.4
2024-09-06,47.9,52.1,45.2,54.8
2024-09-07,44.8,55.2,50.8,49.2
2024-09-08,46.5,53.5,50.7,49.3
2024-09-09,44.8,55.2,43.7,56.3
2024-09-10,44.7,55.3,44.2,55.8
2024-09-11,46.1,53.9,45.6,54.4
2024-09-12,46.5,53.5,45.6,54.4
2024-09-13,46.6,53.4,45.3,54.7
2024-09-14,45.3,54.7,50.8,49.2
2024-09-15,48.0,52.0,51.6,48.4
2024-09-16,48.7,51.3,45.6,54.4
2024-09-17,46.4,53.6,45.1,54.9
2024-09-18,46.2,53.8,44.0,56.0
2024-09-19,44.6,55.4,43.0,57.0
2024-09-20,46.2,53.8,44.2,55.8
2024-09-21,46.3,53.7,49.8,50.2
2024-09-22,44.9,55.1,50.0,50.0
2024-09-23,45.6,54.4,46.0,54.0
2024-09-24,45.5,54.5,44.0,56.0
2024-09-25,47.0,53.0,44.5,55.5
2024-09-26,45.9,54.1,44.9,55.1
2024-09-27,46.7,53.3,45.3,54.7
2024-09-28,47.0,53.0,51.2,48.8
2024-09-29,45.2,54.8,51.2,48.8
2024-09-30,46.5,53.5,45.1,54.9
2024-10-01,47.3,52.7,43.9,56.1
2024-10-02,44.7,55.3,45.3,54.7
2024-10-03,44.6,55.4,42.6,57.4
2024-10-04,48.0,52.0,44.5,55.5
2024-10-05,46.6,53.4,49.6,50.4
2024-10-06,45.4,54.6,48.1,51.9
2024-10-07,47.2,52.8,44.0,56.0
2024-10-08,47.7,52.3,46.2,53.8
2024-10-09,46.8,53.2,43.4,56.6
2024-10-10,45.4,54.6,44.7,55.3
2024-10-11,45.3,54.7,43.2,56.8
2024-10-12,45.3,54.7,49.4,50.6
2024-10-13,44.2,55.8,50.3,49.7
2024-10-14,46.7,53.3,42.6,57.4
2024-10-15,45.5,54.5,44.4,55.6
2024-10-16,45.3,54.7,45.2,54.8
2024-10-17,45.7,54.3,43.5,56.5
2024-10-18,46.3,53.7,43.9,56.1
2024-10-19,46.5,53.5,50.7,49.3
2024-10-20,46.2,53.8,51.6,48.4
2024-10-21,44.4,55.6,43.3,56.7
2024-10-22,46.2,53.8,43.5,56.5
2024-10-23,46.9,53.1,45.2,54.8
2024-10-24,47.4,52.6,44.0,56.0
2024-10-25,45.4,54.6,43.4,56.6
2024-10-26,46.4,53.6,50.9,49.1
2024-10-27,45.1,54.9,48.8,51.2
2024-10-28,44.6,55.4,45.3,54.7
2024-10-29,46.8,53.2,45.0,55.0
2024-10-30,46.6,53.4,42.7,57.3
2024-10-31,44.6,55.4,44.6,55.4
2024-11-01,46.4,53.6,43.9,56.1
2024-11-02,46.3,53.7,49.0,51.0
2024-11-03,45.8,54.2,50.2,49.8
2024-11-04,47.1,52.9,44.3,55.7
2024-11-05,46.7,53.3,43.6,56.4
2024-11-06,45.0,55.0,43.4,56.6
2024-11-07,45.6,54.4,41.0,59.0
2024-11-08,47.7,52.3,44.1,55.9
2024-11-09,45.9,54.1,50.0,50.0
2024-11-10,45.2,54.8,49.7,50.3
2024-11-11,46.2,53.8,44.5,55.5
2024-11-12,46.5,53.5,43.5,56.5
2024-11-13,46.2,53.8,43.3,56.7
2024-11-14,45.9,54.1,42.4,57.6
2024-11-15,47.2,52.8,45.0,55.0
2024-11-16,47.3,52.7,49.0,51.0
2024-11-17,45.6,54.4,50.2,49.8
2024-11-18,46.2,53.8,44.5,55.5
2024-11-19,45.5,54.5,43.5,56.5
2024-11-20,46.7,53.3,43.8,56.2
2024-11-21,46.9,53.1,44.5,55.5
2024-11-22,46.0,54.0,43.8,56.2
2024-11-23,47.2,52.8,52.0,48.0
2024-11-24,47.9,52.1,50.7,49.3
2024-11-25,47.4,52.6,43.4,56.6
2024-11-26,48.0,52.0,42.4,57.6
2024-11-27,47.9,52.1,45.0,55.0
2024-11-28,48.3,51.7,43.1,56.9
2024-11-29,48.8,51.2,43.7,56.3
2024-11-30,47.6,52.4,50.4,49.6
2024-12-01,48.5,51.5,50.0,50.0
2024-12-02,48.0,52.0,45.5,54.5
2024-12-03,45.8,54.2,43.3,56.7
2024-12-04,48.4,51.6,44.9,55.1
2024-12-05,48.5,51.5,44.7,55.3
2024-12-06,47.0,53.0,44.4,55.6
2024-12-07,47.1,52.9,50.3,49.7
2024-12-08,48.0,52.0,52.5,47.5
2024-12-09,48.7,51.3,43.9,56.1
2024-12-10,47.4,52.6,45.6,54.4
2024-12-11,48.8,51.2,42.4,57.6
2024-12-12,49.4,50.6,45.7,54.3
2024-12-13,49.7,50.3,46.0,54.0
2024-12-14,48.9,51.1,50.4,49.6
2024-12-15,47.8,52.2,49.3,50.7
2024-12-16,47.8,52.2,44.3,55.7
2024-12-17,47.7,52.3,41.3,58.7
2024-12-18,50.5,49.5,46.5,53.5
2024-12-19,49.1,50.9,43.0,57.0
2024-12-20,46.1,53.9,44.4,55.6
2024-12-21,49.7,50.3,51.9,48.1
2024-12-22,48.3,51.7,49.0,51.0
2024-12-23,48.5,51.5,44.8,55.2
2024-12-24,49.3,50.7,43.8,56.2
2024-12-25,49.7,50.3,44.5,55.5
2024-12-26,50.3,49.7,44.2,55.8
2024-12-27,48.5,51.5,44.5,55.5
2024-12-28,48.2,51.8,51.9,48.1
2024-12-29,50.0,50.0,51.9,48.1
2024-12-30,48.9,51.1,46.1,53.9
2024-12-31,50.2,49.8,43.8,56.2
