date,shop_id,shop_name,customers,sales_usd
2024-08-29,1,Miami Beach,287,5253.9
2024-08-30,1,Miami Beach,338,6415.58
2024-08-31,1,Miami Beach,350,6746.09
2024-09-01,1,Miami Beach,368,6819.28
2024-09-02,1,Miami Beach,335,6180.78
2024-09-03,1,Miami Beach,309,5941.64
2024-09-04,1,Miami Beach,265,4981.25
2024-09-05,1,Miami Beach,224,4667.37
2024-09-06,1,Miami Beach,298,5925.0
2024-09-07,1,Miami Beach,339,5791.9
2024-09-08,1,Miami Beach,282,5429.91
2024-09-09,1,Miami Beach,308,5399.45
2024-09-10,1,Miami Beach,345,6214.78
2024-09-11,1,Miami Beach,314,6015.78
2024-09-12,1,Miami Beach,307,5600.28
2024-09-13,1,Miami Beach,328,5648.0
2024-09-14,1,Miami Beach,345,6619.58
2024-09-15,1,Miami Beach,366,6511.08
2024-09-16,1,Miami Beach,282,5472.11
2024-09-17,1,Miami Beach,277,5179.6
2024-09-18,1,Miami Beach,286,4806.95
2024-09-19,1,Miami Beach,305,5668.51
2024-09-20,1,Miami Beach,345,5989.95
2024-09-21,1,Miami Beach,361,6944.08
2024-09-22,1,Miami Beach,359,6854.59
2024-09-23,1,Miami Beach,373,7406.94
2024-09-24,1,Miami Beach,300,5961.77
2024-09-25,1,Miami Beach,305,5688.55
2024-09-26,1,Miami Beach,329,6012.94
2024-09-27,1,Miami Beach,323,6222.19
2024-09-28,1,Miami Beach,351,6843.38
2024-09-29,1,Miami Beach,355,6636.66
2024-09-30,1,Miami Beach,291,5398.29
2024-10-01,1,Miami Beach,289,5654.33
2024-10-02,1,Miami Beach,319,6049.48
2024-10-03,1,Miami Beach,367,6566.35
2024-10-04,1,Miami Beach,308,5781.71
2024-10-05,1,Miami Beach,387,7182.93
2024-10-06,1,Miami Beach,362,6494.65
2024-10-07,1,Miami Beach,317,5953.32
2024-10-08,1,Miami Beach,318,6164.25
2024-10-09,1,Miami Beach,331,6019.84
2024-10-10,1,Miami Beach,327,6085.93
2024-10-11,1,Miami Beach,279,5163.05
2024-10-12,1,Miami Beach,364,6686.99
2024-10-13,1,Miami Beach,356,6008.56
2024-10-14,1,Miami Beach,284,4922.3
2024-10-15,1,Miami Beach,315,5944.26
2024-10-16,1,Miami Beach,366,6279.03
2024-10-17,1,Miami Beach,308,5809.35
2024-10-18,1,Miami Beach,327,6257.16
2024-10-19,1,Miami Beach,350,6283.84
2024-10-20,1,Miami Beach,353,6887.8
2024-10-21,1,Miami Beach,332,6459.94
2024-10-22,1,Miami Beach,301,6076.39
2024-10-23,1,Miami Beach,328,5823.5
2024-10-24,1,Miami Beach,290,5206.39
2024-10-25,1,Miami Beach,347,6848.19
2024-10-26,1,Miami Beach,325,6186.46
2024-10-27,1,Miami Beach,368,6915.67
2024-10-28,1,Miami Beach,305,5172.23
2024-10-29,1,Miami Beach,320,5286.88
2024-10-30,1,Miami Beach,285,5184.08
2024-10-31,1,Miami Beach,322,5821.66
2024-11-01,1,Miami Beach,297,5489.92
2024-11-02,1,Miami Beach,358,6841.69
2024-11-03,1,Miami Beach,367,7085.98
2024-11-04,1,Miami Beach,287,5066.49
2024-11-05,1,Miami Beach,269,4688.99
2024-11-06,1,Miami Beach,292,5683.83
2024-11-07,1,Miami Beach,243,4410.57
2024-11-08,1,Miami Beach,285,5279.02
2024-11-09,1,Miami Beach,326,6482.83
2024-11-10,1,Miami Beach,371,6763.48
2024-11-11,1,Miami Beach,335,5657.44
2024-11-12,1,Miami Beach,280,5334.11
2024-11-13,1,Miami Beach,315,5927.78
2024-11-14,1,Miami Beach,259,4964.04
2024-11-15,1,Miami Beach,265,4929.91
2024-11-16,1,Miami Beach,349,6475.56
2024-11-17,1,Miami Beach,313,6034.34
2024-11-18,1,Miami Beach,281,5312.43
2024-11-19,1,Miami Beach,249,4507.71
2024-11-20,1,Miami Beach,307,6541.73
2024-11-21,1,Miami Beach,251,4042.17
2024-11-22,1,Miami Beach,263,5192.75
2024-11-23,1,Miami Beach,312,5787.21
2024-11-24,1,Miami Beach,358,6683.13
2024-11-25,1,Miami Beach,317,5572.05
2024-11-26,1,Miami Beach,289,5430.77
2024-11-27,1,Miami Beach,354,6500.75
2024-11-28,1,Miami Beach,234,4346.63
2024-11-29,1,Miami Beach,311,5216.41
2024-11-30,1,Miami Beach,309,5701.18
2024-12-01,1,Miami Beach,322,5722.67
2024-12-02,1,Miami Beach,292,5518.59
2024-12-03,1,Miami Beach,281,5196.77
2024-12-04,1,Miami Beach,263,5080.14
2024-12-05,1,Miami Beach,257,5164.44
2024-12-06,1,Miami Beach,268,5294.07
2024-12-07,1,Miami Beach,271,4707.1
2024-12-08,1,Miami Beach,259,4860.08
2024-12-09,1,Miami Beach,300,5657.21
2024-12-10,1,Miami Beach,263,4785.08
2024-12-11,1,Miami Beach,277,5032.93
2024-12-12,1,Miami Beach,256,5247.37
2024-12-13,1,Miami Beach,231,4405.23
2024-12-14,1,Miami Beach,328,5737.4
2024-12-15,1,Miami Beach,290,5204.51
2024-12-16,1,Miami Beach,260,4833.22
2024-12-17,1,Miami Beach,228,3895.68
2024-12-18,1,Miami Beach,190,3869.65
2024-12-19,1,Miami Beach,239,4216.81
2024-12-20,1,Miami Beach,240,4314.61
2024-12-21,1,Miami Beach,300,5562.31
2024-12-22,1,Miami Beach,297,5022.85
2024-12-23,1,Miami Beach,237,4404.17
2024-12-24,1,Miami Beach,273,5037.02
2024-12-25,1,Miami Beach,231,4271.63
2024-12-26,1,Miami Beach,281,5444.6
2024-12-27,1,Miami Beach,304,5486.46
2024-12-28,1,Miami Beach,273,4713.83
2024-12-29,1,Miami Beach,248,4588.39
2024-12-30,1,Miami Beach,235,4554.18
2024-12-31,1,Miami Beach,196,3755.53
2023-01-01,2,Orlando,289,4887.88
2023-01-02,2,Orlando,219,3968.51
2023-01-03,2,Orlando,230,4042.33
2023-01-04,2,Orlando,192,3425.17
2023-01-05,2,Orlando,188,3260.61
2023-01-06,2,Orlando,222,3962.5
2023-01-07,2,Orlando,243,4022.73
2023-01-08,2,Orlando,231,4061.02
2023-01-09,2,Orlando,257,4292.67
2023-01-10,2,Orlando,194,3404.83
2023-01-11,2,Orlando,208,3360.16
2023-01-12,2,Orlando,172,2747.66
2023-01-13,2,Orlando,241,3643.22
2023-01-14,2,Orlando,247,4490.21
2023-01-15,2,Orlando,197,3665.89
2023-01-16,2,Orlando,185,3014.91
2023-01-17,2,Orlando,239,4145.18
2023-01-18,2,Orlando,169,2820.04
2023-01-19,2,Orlando,238,4165.97
2023-01-20,2,Orlando,203,3335.91
2023-01-21,2,Orlando,212,3911.01
2023-01-22,2,Orlando,233,4106.64
2023-01-23,2,Orlando,202,3326.99
2023-01-24,2,Orlando,226,3763.66
2023-01-25,2,Orlando,151,2498.26
2023-01-26,2,Orlando,195,3115.02
2023-01-27,2,Orlando,183,3391.73
2023-01-28,2,Orlando,208,3591.58
2023-01-29,2,Orlando,246,4433.99
2023-01-30,2,Orlando,198,3392.05
2023-01-31,2,Orlando,173,2881.82
2023-02-01,2,Orlando,202,3383.55
2023-02-02,2,Orlando,239,4106.88
2023-02-03,2,Orlando,257,4326.75
2023-02-04,2,Orlando,238,4190.56
2023-02-05,2,Orlando,210,3582.17
2023-02-06,2,Orlando,205,3389.81
2023-02-07,2,Orlando,191,3164.78
2023-02-08,2,Orlando,156,2609.38
2023-02-09,2,Orlando,197,3130.41
2023-02-10,2,Orlando,229,3706.65
2023-02-11,2,Orlando,200,3454.86
2023-02-12,2,Orlando,233,3998.21
2023-02-13,2,Orlando,193,3706.63
2023-02-14,2,Orlando,214,3550.75
2023-02-15,2,Orlando,219,3662.56
2023-02-16,2,Orlando,191,3287.9
2023-02-17,2,Orlando,182,3174.36
2023-02-18,2,Orlando,222,3986.83
2023-02-19,2,Orlando,249,4204.91
2023-02-20,2,Orlando,206,3587.59
2023-02-21,2,Orlando,193,3398.96
2023-02-22,2,Orlando,192,3237.33
2023-02-23,2,Orlando,212,3550.4
2023-02-24,2,Orlando,183,3093.58
2023-02-25,2,Orlando,239,3833.5
2023-02-26,2,Orlando,272,4808.0
2023-02-27,2,Orlando,187,3181.69
2023-02-28,2,Orlando,193,3204.21
2023-03-01,2,Orlando,199,3290.99
2023-03-02,2,Orlando,183,2975.69
2023-03-03,2,Orlando,215,3815.32
2023-03-04,2,Orlando,244,4078.52
2023-03-05,2,Orlando,248,4161.84
2023-03-06,2,Orlando,194,3442.21
2023-03-07,2,Orlando,214,3831.16
2023-03-08,2,Orlando,177,3031.03
2023-03-09,2,Orlando,204,3492.73
2023-03-10,2,Orlando,197,3274.53
2023-03-11,2,Orlando,198,3289.09
2023-03-12,2,Orlando,191,3082.82
2023-03-13,2,Orlando,198,3488.19
2023-03-14,2,Orlando,181,2936.61
2023-03-15,2,Orlando,178,3017.37
2023-03-16,2,Orlando,195,3197.06
2023-03-17,2,Orlando,211,3907.56
2023-03-18,2,Orlando,182,3111.84
2023-03-19,2,Orlando,205,3549.0
2023-03-20,2,Orlando,183,3213.68
2023-03-21,2,Orlando,172,2895.38
2023-03-22,2,Orlando,215,3832.82
2023-03-23,2,Orlando,217,3678.53
2023-03-24,2,Orlando,211,3539.08
2023-03-25,2,Orlando,234,3514.03
2023-03-26,2,Orlando,219,3555.29
2023-03-27,2,Orlando,196,3399.26
2023-03-28,2,Orlando,198,3445.28
2023-03-29,2,Orlando,177,3183.23
2023-03-30,2,Orlando,223,4019.88
2023-03-31,2,Orlando,199,3266.66
2023-04-01,2,Orlando,267,4540.43
2023-04-02,2,Orlando,274,4751.94
2023-04-03,2,Orlando,198,3463.05
2023-04-04,2,Orlando,208,3805.38
2023-04-05,2,Orlando,221,3572.72
2023-04-06,2,Orlando,191,3367.21
2023-04-07,2,Orlando,217,3476.89
2023-04-08,2,Orlando,242,4044.95
2023-04-09,2,Orlando,224,3948.92
2023-04-10,2,Orlando,199,3352.44
2023-04-11,2,Orlando,187,3204.84
2023-04-12,2,Orlando,197,3417.13
2023-04-13,2,Orlando,188,3221.73
2023-04-14,2,Orlando,131,2205.2
2023-04-15,2,Orlando,214,3657.83
2023-04-16,2,Orlando,232,4099.46
2023-04-17,2,Orlando,207,3676.18
2023-04-18,2,Orlando,195,3233.41
2023-04-19,2,Orlando,195,3189.98
2023-04-20,2,Orlando,195,3239.74
2023-04-21,2,Orlando,220,3816.58
2023-04-22,2,Orlando,257,4708.85
2023-04-23,2,Orlando,231,3522.98
2023-04-24,2,Orlando,192,3220.86
2023-04-25,2,Orlando,163,2917.36
2023-04-26,2,Orlando,192,3647.06
2023-04-27,2,Orlando,237,3953.75
2023-04-28,2,Orlando,195,3398.63
2023-04-29,2,Orlando,237,4021.68
2023-04-30,2,Orlando,229,3626.56
2023-05-01,2,Orlando,178,2861.3
2023-05-02,2,Orlando,221,3409.68
2023-05-03,2,Orlando,166,3000.68
2023-05-04,2,Orlando,215,3471.6
2023-05-05,2,Orlando,202,3376.89
2023-05-06,2,Orlando,245,3496.46
2023-05-07,2,Orlando,256,4360.62
2023-05-08,2,Orlando,216,3429.57
2023-05-09,2,Orlando,200,3541.42
2023-05-10,2,Orlando,215,3503.98
2023-05-11,2,Orlando,228,4112.21
2023-05-12,2,Orlando,208,3436.57
2023-05-13,2,Orlando,218,3727.04
2023-05-14,2,Orlando,201,3365.47
2023-05-15,2,Orlando,223,3563.15
2023-05-16,2,Orlando,229,3886.24
2023-05-17,2,Orlando,169,2768.99
2023-05-18,2,Orlando,206,3349.23
2023-05-19,2,Orlando,205,3451.49
2023-05-20,2,Orlando,237,4156.47
2023-05-21,2,Orlando,225,3768.31
2023-05-22,2,Orlando,187,2990.44
2023-05-23,2,Orlando,233,3887.21
2023-05-24,2,Orlando,256,3964.24
2023-05-25,2,Orlando,223,3663.75
2023-05-26,2,Orlando,206,3689.33
2023-05-27,2,Orlando,236,4338.62
2023-05-28,2,Orlando,219,3689.44
2023-05-29,2,Orlando,194,3661.34
2023-05-30,2,Orlando,248,4391.79
2023-05-31,2,Orlando,227,3957.86
2023-06-01,2,Orlando,227,4079.34
2023-06-02,2,Orlando,187,3511.3
2023-06-03,2,Orlando,247,4458.26
2023-06-04,2,Orlando,278,4949.16
2023-06-05,2,Orlando,263,4537.96
2023-06-06,2,Orlando,243,4068.1
2023-06-07,2,Orlando,217,3692.44
2023-06-08,2,Orlando,244,4326.43
2023-06-09,2,Orlando,235,3987.83
2023-06-10,2,Orlando,256,4390.92
2023-06-11,2,Orlando,276,4705.92
2023-06-12,2,Orlando,245,4403.21
2023-06-13,2,Orlando,267,4214.41
2023-06-14,2,Orlando,254,4405.3
2023-06-15,2,Orlando,239,3868.56
2023-06-16,2,Orlando,263,4527.07
2023-06-17,2,Orlando,314,5565.79
2023-06-18,2,Orlando,250,4247.31
2023-06-19,2,Orlando,227,3548.07
2023-06-20,2,Orlando,258,4345.3
2023-06-21,2,Orlando,226,4416.57
2023-06-22,2,Orlando,234,3978.13
2023-06-23,2,Orlando,248,4159.36
2023-06-24,2,Orlando,314,5447.7
2023-06-25,2,Orlando,254,4594.53
2023-06-26,2,Orlando,243,4477.21
2023-06-27,2,Orlando,207,3498.21
2023-06-28,2,Orlando,211,3399.86
2023-06-29,2,Orlando,266,4193.06
2023-06-30,2,Orlando,231,4420.77
2023-07-01,2,Orlando,287,4756.55
2023-07-02,2,Orlando,229,3851.43
2023-07-03,2,Orlando,252,4328.89
2023-07-04,2,Orlando,285,4463.41
2023-07-05,2,Orlando,265,4515.27
2023-07-06,2,Orlando,254,4572.84
2023-07-07,2,Orlando,241,3912.66
2023-07-08,2,Orlando,287,4849.16
2023-07-09,2,Orlando,292,4833.54
2023-07-10,2,Orlando,271,4529.69
2023-07-11,2,Orlando,261,4528.92
2023-07-12,2,Orlando,259,4774.54
2023-07-13,2,Orlando,263,4929.32
2023-07-14,2,Orlando,266,4868.26
2023-07-15,2,Orlando,309,5014.71
2023-07-16,2,Orlando,277,5117.28
2023-07-17,2,Orlando,287,5044.2
2023-07-18,2,Orlando,277,5133.03
2023-07-19,2,Orlando,286,5330.06
2023-07-20,2,Orlando,311,5473.83
2023-07-21,2,Orlando,274,4585.18
2023-07-22,2,Orlando,297,5394.44
2023-07-23,2,Orlando,309,5404.08
2023-07-24,2,Orlando,298,4990.46
2023-07-25,2,Orlando,258,4546.78
2023-07-26,2,Orlando,256,4298.27
2023-07-27,2,Orlando,277,4535.18
2023-07-28,2,Orlando,284,4849.1
2023-07-29,2,Orlando,343,5712.54
2023-07-30,2,Orlando,328,6183.35
2023-07-31,2,Orlando,261,4389.49
2023-08-01,2,Orlando,285,4712.98
2023-08-02,2,Orlando,281,4782.96
2023-08-03,2,Orlando,271,4353.05
2023-08-04,2,Orlando,297,5014.12
2023-08-05,2,Orlando,321,5684.39
2023-08-06,2,Orlando,314,5207.44
2023-08-07,2,Orlando,273,5116.61
2023-08-08,2,Orlando,268,4421.08
2023-08-09,2,Orlando,291,4918.29
2023-08-10,2,Orlando,251,4470.55
2023-08-11,2,Orlando,296,4537.96
2023-08-12,2,Orlando,252,4400.71
2023-08-13,2,Orlando,307,5118.24
2023-08-14,2,Orlando,284,4693.41
2023-08-15,2,Orlando,257,4236.28
2023-08-16,2,Orlando,269,4360.37
2023-08-17,2,Orlando,319,5586.43
2023-08-18,2,Orlando,297,5194.15
2023-08-19,2,Orlando,313,5399.21
2023-08-20,2,Orlando,307,4904.72
2023-08-21,2,Orlando,310,5746.1
2023-08-22,2,Orlando,283,4966.11
2023-08-23,2,Orlando,279,4777.3
2023-08-24,2,Orlando,298,5012.15
2023-08-25,2,Orlando,290,4722.19
2023-08-26,2,Orlando,309,5230.89
2023-08-27,2,Orlando,330,5794.0
2023-08-28,2,Orlando,285,4897.78
2023-08-29,2,Orlando,275,4696.53
2023-08-30,2,Orlando,277,4675.86
2023-08-31,2,Orlando,311,5397.46
2023-09-01,2,Orlando,261,4739.17
2023-09-02,2,Orlando,275,4846.36
2023-09-03,2,Orlando,299,4885.43
2023-09-04,2,Orlando,279,4982.42
2023-09-05,2,Orlando,249,4301.92
2023-09-06,2,Orlando,300,5201.93
2023-09-07,2,Orlando,295,4978.73
2023-09-08,2,Orlando,243,4211.47
2023-09-09,2,Orlando,318,5104.93
2023-09-10,2,Orlando,304,5251.82
2023-09-11,2,Orlando,281,5067.37
2023-09-12,2,Orlando,303,5454.19
2023-09-13,2,Orlando,249,4199.86
2023-09-14,2,Orlando,285,4523.3
2023-09-15,2,Orlando,278,4608.74
2023-09-16,2,Orlando,332,5288.64
2023-09-17,2,Orlando,303,5095.42
2023-09-18,2,Orlando,283,4954.18
2023-09-19,2,Orlando,300,4908.17
2023-09-20,2,Orlando,244,4288.09
2023-09-21,2,Orlando,264,4555.23
2023-09-22,2,Orlando,285,4956.2
2023-09-23,2,Orlando,272,4728.29
2023-09-24,2,Orlando,282,4615.51
2023-09-25,2,Orlando,290,4549.74
2023-09-26,2,Orlando,296,4651.42
2023-09-27,2,Orlando,261,4506.26
2023-09-28,2,Orlando,241,3921.12
2023-09-29,2,Orlando,259,4388.34
2023-09-30,2,Orlando,310,5011.36
2023-10-01,2,Orlando,309,5467.29
2023-10-02,2,Orlando,283,4789.55
2023-10-03,2,Orlando,305,5315.98
2023-10-04,2,Orlando,286,4852.14
2023-10-05,2,Orlando,278,4698.64
2023-10-06,2,Orlando,284,4612.33
2023-10-07,2,Orlando,284,4766.25
2023-10-08,2,Orlando,303,5176.49
2023-10-09,2,Orlando,271,4654.56
2023-10-10,2,Orlando,286,4820.53
2023-10-11,2,Orlando,256,4113.71
2023-10-12,2,Orlando,277,4819.36
2023-10-13,2,Orlando,280,5173.04
2023-10-14,2,Orlando,314,5415.24
2023-10-15,2,Orlando,317,4645.62
2023-10-16,2,Orlando,258,4158.03
2023-10-17,2,Orlando,273,4649.46
2023-10-18,2,Orlando,290,4919.95
2023-10-19,2,Orlando,274,4838.72
2023-10-20,2,Orlando,293,4679.67
2023-10-21,2,Orlando,257,4444.84
2023-10-22,2,Orlando,298,5086.08
2023-10-23,2,Orlando,260,4920.71
2023-10-24,2,Orlando,252,4422.8
2023-10-25,2,Orlando,276,4701.69
2023-10-26,2,Orlando,257,4132.47
2023-10-27,2,Orlando,273,4917.51
2023-10-28,2,Orlando,293,5047.81
2023-10-29,2,Orlando,237,3587.06
2023-10-30,2,Orlando,280,4899.96
2023-10-31,2,Orlando,284,4719.91
2023-11-01,2,Orlando,280,4757.58
2023-11-02,2,Orlando,216,3320.65
2023-11-03,2,Orlando,262,4269.73
2023-11-04,2,Orlando,286,4958.49
2023-11-05,2,Orlando,277,4751.94
2023-11-06,2,Orlando,215,3514.61
2023-11-07,2,Orlando,249,3679.95
2023-11-08,2,Orlando,237,3915.05
2023-11-09,2,Orlando,257,4511.1
2023-11-10,2,Orlando,254,4302.66
2023-11-11,2,Orlando,296,5058.84
2023-11-12,2,Orlando,266,4449.65
2023-11-13,2,Orlando,223,3386.03
2023-11-14,2,Orlando,248,4252.45
2023-11-15,2,Orlando,209,3456.44
2023-11-16,2,Orlando,245,4219.36
2023-11-17,2,Orlando,215,3819.74
2023-11-18,2,Orlando,282,4841.2
2023-11-19,2,Orlando,269,4722.29
2023-11-20,2,Orlando,242,3967.89
2023-11-21,2,Orlando,244,3814.58
2023-11-22,2,Orlando,280,4851.14
2023-11-23,2,Orlando,268,4614.91
2023-11-24,2,Orlando,272,4688.04
2023-11-25,2,Orlando,278,4489.79
2023-11-26,2,Orlando,287,4499.06
2023-11-27,2,Orlando,261,4276.24
2023-11-28,2,Orlando,265,4686.94
2023-11-29,2,Orlando,227,3988.11
2023-11-30,2,Orlando,255,4289.05
2023-12-01,2,Orlando,248,3813.27
2023-12-02,2,Orlando,239,4200.99
2023-12-03,2,Orlando,264,4828.36
2023-12-04,2,Orlando,220,3699.36
2023-12-05,2,Orlando,233,3844.15
2023-12-06,2,Orlando,237,4114.19
2023-12-07,2,Orlando,235,3950.1
2023-12-08,2,Orlando,259,4417.04
2023-12-09,2,Orlando,253,4290.05
2023-12-10,2,Orlando,308,4824.08
2023-12-11,2,Orlando,227,3415.1
2023-12-12,2,Orlando,271,4609.1
2023-12-13,2,Orlando,209,3413.24
2023-12-14,2,Orlando,223,3501.21
2023-12-15,2,Orlando,231,3919.86
2023-12-16,2,Orlando,243,4164.94
2023-12-17,2,Orlando,249,4564.06
2023-12-18,2,Orlando,211,3734.07
2023-12-19,2,Orlando,224,3611.01
2023-12-20,2,Orlando,225,3478.55
2023-12-21,2,Orlando,212,3530.09
2023-12-22,2,Orlando,212,3319.13
2023-12-23,2,Orlando,283,5012.77
2023-12-24,2,Orlando,244,4170.33
2023-12-25,2,Orlando,182,2918.89
2023-12-26,2,Orlando,207,3260.04
2023-12-27,2,Orlando,231,4187.64
2023-12-28,2,Orlando,180,3044.02
2023-12-29,2,Orlando,235,3853.49
2023-12-30,2,Orlando,238,4128.96
2023-12-31,2,Orlando,252,4171.46
2024-01-01,2,Orlando,221,3921.87
2024-01-02,2,Orlando,208,3358.18
2024-01-03,2,Orlando,195,3567.62
2024-01-04,2,Orlando,212,3497.65
2024-01-05,2,Orlando,178,2835.14
2024-01-06,2,Orlando,257,4129.08
2024-01-07,2,Orlando,253,3981.89
2024-01-08,2,Orlando,221,3803.28
2024-01-09,2,Orlando,254,4224.56
2024-01-10,2,Orlando,219,4056.27
2024-01-11,2,Orlando,204,3432.14
2024-01-12,2,Orlando,260,4631.87
2024-01-13,2,Orlando,234,3791.61
2024-01-14,2,Orlando,245,4507.37
2024-01-15,2,Orlando,185,3128.09
2024-01-16,2,Orlando,242,3889.21
2024-01-17,2,Orlando,191,3264.61
2024-01-18,2,Orlando,198,3219.14
2024-01-19,2,Orlando,204,3627.84
2024-01-20,2,Orlando,297,4879.7
2024-01-21,2,Orlando,250,4538.3
2024-01-22,2,Orlando,194,3382.13
2024-01-23,2,Orlando,184,3023.76
2024-01-24,2,Orlando,212,3517.66
2024-01-25,2,Orlando,225,3974.59
2024-01-26,2,Orlando,214,3603.58
2024-01-27,2,Orlando,234,4256.21
2024-01-28,2,Orlando,238,4282.01
2024-01-29,2,Orlando,208,3211.22
2024-01-30,2,Orlando,182,3122.1
2024-01-31,2,Orlando,195,3026.52
2024-02-01,2,Orlando,206,3723.37
2024-02-02,2,Orlando,194,3241.66
2024-02-03,2,Orlando,241,4130.21
2024-02-04,2,Orlando,202,3683.33
2024-02-05,2,Orlando,184,3211.8
2024-02-06,2,Orlando,210,3714.25
2024-02-07,2,Orlando,221,3918.21
2024-02-08,2,Orlando,228,3807.93
2024-02-09,2,Orlando,204,3502.06
2024-02-10,2,Orlando,227,3678.08
2024-02-11,2,Orlando,226,3540.74
2024-02-12,2,Orlando,206,3492.41
2024-02-13,2,Orlando,222,3969.99
2024-02-14,2,Orlando,197,3147.01
2024-02-15,2,Orlando,206,3612.83
2024-02-16,2,Orlando,215,3559.9
2024-02-17,2,Orlando,203,3169.33
2024-02-18,2,Orlando,202,3149.61
2024-02-19,2,Orlando,228,3672.51
2024-02-20,2,Orlando,186,3584.93
2024-02-21,2,Orlando,185,3131.23
2024-02-22,2,Orlando,189,3278.23
2024-02-23,2,Orlando,175,2986.46
2024-02-24,2,Orlando,213,3583.9
2024-02-25,2,Orlando,238,4112.98
2024-02-26,2,Orlando,217,3814.85
2024-02-27,2,Orlando,196,3659.95
2024-02-28,2,Orlando,204,3690.8
2024-02-29,2,Orlando,167,2847.84
2024-03-01,2,Orlando,198,3513.15
2024-03-02,2,Orlando,212,3539.09
2024-03-03,2,Orlando,219,3796.29
2024-03-04,2,Orlando,222,3622.86
2024-03-05,2,Orlando,208,3736.12
2024-03-06,2,Orlando,188,3050.9
2024-03-07,2,Orlando,168,2531.09
2024-03-08,2,Orlando,206,3252.2
2024-03-09,2,Orlando,217,3859.53
2024-03-10,2,Orlando,243,3970.1
2024-03-11,2,Orlando,208,3859.25
2024-03-12,2,Orlando,183,3209.19
2024-03-13,2,Orlando,211,3644.43
2024-03-14,2,Orlando,233,4155.66
2024-03-15,2,Orlando,244,4002.6
2024-03-16,2,Orlando,221,3606.17
2024-03-17,2,Orlando,246,4556.05
2024-03-18,2,Orlando,188,3007.94
2024-03-19,2,Orlando,202,3467.67
2024-03-20,2,Orlando,204,3750.25
2024-03-21,2,Orlando,195,3410.96
2024-03-22,2,Orlando,210,3260.12
2024-03-23,2,Orlando,246,3934.77
2024-03-24,2,Orlando,212,3489.24
2024-03-25,2,Orlando,240,4054.5
2024-03-26,2,Orlando,195,3233.03
2024-03-27,2,Orlando,206,3606.75
2024-03-28,2,Orlando,185,3056.45
2024-03-29,2,Orlando,188,3170.04
2024-03-30,2,Orlando,215,3730.53
2024-03-31,2,Orlando,221,3781.7
2024-04-01,2,Orlando,201,3181.92
2024-04-02,2,Orlando,226,3918.39
2024-04-03,2,Orlando,203,3527.7
2024-04-04,2,Orlando,215,3710.49
2024-04-05,2,Orlando,193,3195.9
2024-04-06,2,Orlando,244,4224.86
2024-04-07,2,Orlando,248,4553.21
2024-04-08,2,Orlando,206,3328.9
2024-04-09,2,Orlando,188,2876.12
2024-04-10,2,Orlando,223,3731.38
2024-04-11,2,Orlando,181,2948.37
2024-04-12,2,Orlando,227,4187.79
2024-04-13,2,Orlando,262,4286.47
2024-04-14,2,Orlando,250,4084.19
2024-04-15,2,Orlando,196,3282.49
2024-04-16,2,Orlando,203,3389.97
2024-04-17,2,Orlando,200,3593.99
2024-04-18,2,Orlando,185,3108.96
2024-04-19,2,Orlando,211,3573.7
2024-04-20,2,Orlando,218,3828.72
2024-04-21,2,Orlando,210,3534.8
2024-04-22,2,Orlando,213,3575.26
2024-04-23,2,Orlando,204,3494.81
2024-04-24,2,Orlando,158,2789.48
2024-04-25,2,Orlando,174,3210.1
2024-04-26,2,Orlando,218,3480.4
2024-04-27,2,Orlando,205,3344.5
2024-04-28,2,Orlando,242,4073.39
2024-04-29,2,Orlando,226,3822.28
2024-04-30,2,Orlando,233,4035.85
2024-05-01,2,Orlando,207,3599.67
2024-05-02,2,Orlando,218,3980.08
2024-05-03,2,Orlando,181,3118.53
2024-05-04,2,Orlando,235,3779.76
2024-05-05,2,Orlando,209,3579.61
2024-05-06,2,Orlando,195,3205.66
2024-05-07,2,Orlando,212,3680.26
2024-05-08,2,Orlando,170,2865.26
2024-05-09,2,Orlando,221,3820.86
2024-05-10,2,Orlando,200,3533.74
2024-05-11,2,Orlando,248,4175.23
2024-05-12,2,Orlando,250,4086.26
2024-05-13,2,Orlando,181,2885.53
2024-05-14,2,Orlando,226,3762.66
2024-05-15,2,Orlando,243,4156.68
2024-05-16,2,Orlando,235,4254.94
2024-05-17,2,Orlando,223,3790.1
2024-05-18,2,Orlando,256,4585.94
2024-05-19,2,Orlando,226,3959.68
2024-05-20,2,Orlando,207,3257.31
2024-05-21,2,Orlando,232,3935.26
2024-05-22,2,Orlando,220,3765.19
2024-05-23,2,Orlando,199,3032.57
2024-05-24,2,Orlando,217,3368.17
2024-05-25,2,Orlando,242,4237.89
2024-05-26,2,Orlando,238,4369.44
2024-05-27,2,Orlando,190,3238.38
2024-05-28,2,Orlando,230,3769.15
2024-05-29,2,Orlando,195,3636.1
2024-05-30,2,Orlando,240,4086.52
2024-05-31,2,Orlando,220,3800.7
2024-06-01,2,Orlando,238,4108.79
2024-06-02,2,Orlando,259,4243.88
2024-06-03,2,Orlando,246,3909.94
2024-06-04,2,Orlando,224,3718.33
2024-06-05,2,Orlando,234,4015.6
2024-06-06,2,Orlando,256,4315.68
2024-06-07,2,Orlando,223,3566.58
2024-06-08,2,Orlando,251,4201.55
2024-06-09,2,Orlando,267,4152.73
2024-06-10,2,Orlando,229,3924.6
2024-06-11,2,Orlando,197,3077.24
